Id,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice,School
1907,RL,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1955,1955,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,710.0,1078.0,GasA,Ex,Y,SBrkr,1150,0,1150,1.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1955.0,Fin,1.0,288.0,TA,TA,Y,0,0,10,2007,144000,Sawyer
1906,RL,9500,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,374.0,816.0,GasA,TA,Y,SBrkr,1127,850,1977,0.0,1.0,1,1,4,1,TA,9,Typ,1,Attchd,1964.0,RFn,2.0,540.0,TA,TA,Y,0,52,6,2007,165000,Sawyer
549,RL,7175,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,1332,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,2,2009,145000,Sawyer
243,RL,11200,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,1Fam,1Story,5,3,1964,1964,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,1250.0,1250.0,GasA,Ex,Y,SBrkr,1298,0,1298,0.0,0.0,2,0,3,1,TA,5,Typ,0,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0,144,6,2010,114000,Edwards/Jr_H
1697,RL,14226,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,1973,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Attchd,2006.0,Fin,3.0,895.0,TA,TA,Y,315,45,7,2007,395000,Fellows/HS
2365,RM,2760,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,525.0,525.0,GasA,TA,Y,SBrkr,525,567,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,0,12,2006,105500,Edwards/Jr_H
310,RL,11050,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,1916,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,5,2010,254900,Mitchell
1961,RL,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1950,1950,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,LwQ,432.0,Unf,432.0,864.0,GasA,Fa,Y,FuseA,1238,0,1238,0.0,0.0,1,1,3,1,TA,6,Min2,1,Attchd,1950.0,Unf,1.0,357.0,TA,TA,Y,0,171,11,2007,102000,Sawyer
849,RL,12420,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,666.0,Unf,278.0,944.0,GasA,Ex,Y,SBrkr,944,896,1840,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,0,45,6,2009,230000,Edwards/Jr_H
2018,RM,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,1513,0.0,0.0,1,1,4,1,TA,8,Typ,0,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,5,2007,137500,Meeke
1328,RL,7111,IR1,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,1928,1983,Gable,WdShing,Wd Shng,None,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,329.0,1008.0,GasA,TA,Y,SBrkr,1143,0,1143,0.0,0.0,1,0,2,1,TA,5,Typ,1,Detchd,1992.0,Unf,1.0,288.0,TA,TA,Y,265,0,7,2008,138000,Meeke
801,RL,19255,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,SLvl,6,5,1983,1983,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,0.0,520.0,GasA,Gd,Y,SBrkr,1338,0,1338,0.0,0.0,1,1,2,1,Gd,5,Min2,1,Attchd,1983.0,Unf,2.0,576.0,TA,TA,Y,0,0,9,2009,156500,Sawyer
400,RL,8120,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,191.0,Unf,673.0,864.0,GasA,Ex,Y,SBrkr,864,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1994.0,Unf,2.0,463.0,TA,TA,Y,0,0,7,2009,124500,Sawyer
1650,RL,11952,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,6,1977,1977,Mansard,WdShing,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,808.0,808.0,GasA,TA,Y,SBrkr,1161,808,1969,0.0,0.0,2,1,3,1,TA,8,Typ,1,Attchd,1977.0,RFn,2.0,534.0,TA,TA,Y,0,0,11,2007,190000,Fellows/HS
1084,RL,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,3,2008,159895,Fellows/HS
1522,RL,9842,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,612.0,612.0,GasA,Ex,Y,SBrkr,990,1611,2601,0.0,0.0,3,1,4,1,TA,8,Typ,0,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,5,2008,189000,Uni
220,RL,11341,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,1392,1.0,0.0,1,1,3,1,TA,5,Mod,1,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0,0,5,2010,121500,Sawyer
1254,RL,12436,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,1824,0.0,0.0,2,0,5,2,TA,9,Typ,0,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,1,2008,146000,Sawyer
1443,RL,12192,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2000,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,1823,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,192,36,5,2008,235000,Edwards/Jr_H
2885,RM,3842,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,Unf,30.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,12,2006,300000,Meeke
1197,RL,13101,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,1497.0,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,0.0,0.0,2,0,6,2,TA,10,Typ,0,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0,0,11,2008,142600,Sawyer
848,RL,9808,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,3,2009,227000,Edwards/Jr_H
2158,RL,17227,IR2,Lvl,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,915.0,Unf,426.0,1341.0,GasA,Ex,Y,SBrkr,1341,0,1341,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Attchd,1999.0,RFn,2.0,482.0,TA,TA,Y,240,84,1,2007,246900,Edwards/Jr_H
1555,C (all),5280,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,2Story,4,7,1895,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,173.0,173.0,GasA,Ex,N,SBrkr,825,536,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,7,2008,89000,Not Sure
278,RL,11792,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,744.0,744.0,GasA,Ex,N,FuseF,792,328,1120,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,1956.0,Unf,2.0,480.0,TA,Fa,P,0,0,6,2010,64000,Edwards/Jr_H
2522,RL,3876,IR1,Lvl,Inside,Gtl,Greens,Norm,Twnhs,1Story,8,5,1978,1978,Gable,Wd Sdng,Plywood,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,Rec,48.0,1226.0,GasA,TA,Y,SBrkr,1226,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,133,60,7,2006,170000,Mitchell
434,RL,13891,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1734.0,1734.0,GasA,Ex,Y,SBrkr,1734,1088,2822,0.0,0.0,3,1,4,1,Ex,12,Typ,1,BuiltIn,2009.0,RFn,3.0,1020.0,TA,TA,Y,52,170,1,2009,582933,Fellows/HS
2683,RM,6000,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,706.0,1103.0,GasA,Gd,Y,SBrkr,1103,0,1103,0.0,0.0,1,0,2,1,Gd,5,Typ,1,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,166,120,7,2006,110500,Meeke
2173,RL,8240,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,6,1960,1960,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1179.0,1179.0,GasA,Gd,Y,SBrkr,1179,0,1179,0.0,0.0,1,0,2,1,TA,5,Min2,0,Attchd,1960.0,Fin,2.0,622.0,TA,TA,P,0,0,6,2007,110000,Edwards/Jr_H
1066,RL,10625,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,2046,1.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320,62,8,2008,284000,Fellows/HS
1261,RL,9247,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,539.0,858.0,GasA,Ex,Y,SBrkr,858,858,1716,0.0,0.0,1,1,4,1,TA,8,Typ,1,Attchd,1962.0,Fin,2.0,490.0,TA,TA,Y,0,84,3,2008,171000,Sawyer
537,RL,10628,IR1,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA,Y,146,91,1,2009,193000,Sawyer
2301,RL,11000,IR2,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,5,6,1976,2003,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,Unf,0.0,1090.0,GasA,TA,Y,SBrkr,1178,0,1178,1.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,1976.0,Unf,2.0,502.0,TA,TA,Y,0,44,6,2007,135000,Mitchell
2854,RL,9399,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,MetalSd,Stucco,None,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,818.0,818.0,GasA,TA,Y,SBrkr,818,818,1636,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Detchd,1919.0,Unf,1.0,288.0,Fa,TA,N,0,0,9,2006,167000,Meeke
2649,RM,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,5,1950,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,576.0,576.0,GasA,Ex,Y,SBrkr,864,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1952.0,RFn,1.0,528.0,TA,TA,Y,0,0,8,2006,105000,Meeke
2776,RL,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,8,2006,214000,Edwards/Jr_H
2403,RL,13215,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,1914,1.0,0.0,2,1,3,1,Gd,9,Typ,1,BuiltIn,2004.0,RFn,3.0,746.0,TA,TA,Y,168,127,2,2006,279000,Fellows/HS
2355,RL,10530,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,6,6,1975,2000,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,127.0,675.0,GasA,TA,Y,SBrkr,1109,766,1875,0.0,0.0,3,0,3,1,Gd,8,Typ,1,Attchd,1975.0,RFn,2.0,485.0,TA,TA,Y,48,28,6,2006,184500,Fellows/HS
1983,RM,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,318.0,649.0,GasA,Ex,Y,SBrkr,679,504,1183,0.0,0.0,1,1,2,1,TA,6,Typ,0,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,0,176,6,2007,120000,Meeke
547,RL,7703,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,6,1992,1992,Gable,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,1992.0,RFn,2.0,528.0,TA,TA,Y,0,91,11,2009,171500,Sawyer
1842,FV,4251,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0,54,6,2007,164700,Fellows/HS
2748,RL,12128,IR1,Bnk,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,4,1989,1989,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,319.0,868.0,GasA,Ex,Y,SBrkr,1313,1246,2559,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,0,245,11,2006,209000,Sawyer
2425,RM,3072,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,306.0,1365.0,GasA,Ex,Y,SBrkr,1548,0,1548,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,143,20,9,2006,225000,Fellows/HS
2114,RL,14364,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065.0,Unf,92.0,1157.0,GasA,Ex,Y,SBrkr,1180,882,2062,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,60,55,4,2007,277000,Sawyer
1890,RL,8680,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1960,1960,Hip,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,894.0,894.0,GasA,TA,Y,SBrkr,894,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,312.0,TA,TA,Y,0,0,1,2007,117600,Sawyer
621,RL,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,1668,0.0,0.0,1,1,3,1,TA,6,Min2,0,Attchd,1950.0,Unf,1.0,271.0,TA,TA,Y,0,0,9,2009,140000,Sawyer
1427,RL,11778,Reg,Lvl,Inside,Gtl,CollgCr,PosN,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,598.0,1751.0,GasA,Ex,Y,SBrkr,1766,0,1766,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Attchd,2008.0,Fin,3.0,874.0,TA,TA,Y,216,36,12,2008,395039,Edwards/Jr_H
2472,RL,11024,IR1,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1400.0,1400.0,GasA,Ex,Y,SBrkr,1400,0,1400,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2005.0,RFn,2.0,612.0,TA,TA,Y,144,55,10,2006,186800,Sawyer
610,RL,8970,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,5,6,1965,1965,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,356.0,744.0,GasA,TA,Y,SBrkr,825,1315,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,Attchd,1965.0,Fin,2.0,549.0,TA,TA,Y,0,40,6,2009,177500,Sawyer
1950,RL,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,6,1927,2007,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,656.0,656.0,GasA,TA,Y,SBrkr,968,0,968,0.0,0.0,2,0,4,1,TA,5,Typ,0,Detchd,1928.0,Unf,1.0,216.0,Fa,Fa,Y,0,0,8,2007,64500,Meeke
94,FV,4835,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,190.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2.0,506.0,TA,TA,Y,168,50,3,2010,260000,Fellows/HS
1745,RL,3710,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,8,2007,185485,Fellows/HS
744,RM,6120,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,506.0,715.0,GasA,TA,Y,FuseA,875,0,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1931.0,Unf,1.0,180.0,Fa,TA,Y,48,0,11,2009,105000,Meeke
1859,RL,9600,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,528.0,528.0,GasA,Ex,Y,SBrkr,1094,761,1855,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,RFn,2.0,512.0,TA,TA,Y,113,100,8,2007,187000,Fellows/HS
2343,RL,14145,Reg,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213.0,Unf,995.0,1208.0,GasA,Ex,Y,SBrkr,1621,0,1621,1.0,0.0,2,0,3,1,Gd,8,Typ,0,Attchd,1984.0,RFn,2.0,440.0,TA,TA,Y,108,45,5,2006,202500,Fellows/HS
1713,RL,9926,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,1614,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,100,38,5,2007,245700,Fellows/HS
1816,RL,8012,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,1266,0.0,0.0,1,1,2,1,TA,5,Typ,2,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,7,2007,128000,Sawyer
2390,RL,10240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,2098,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Attchd,2005.0,RFn,3.0,878.0,TA,TA,Y,192,52,3,2006,275500,Fellows/HS
364,RL,10762,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,694.0,Unf,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,1983,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,1999.0,Fin,2.0,490.0,TA,TA,Y,0,0,5,2009,225000,Fellows/HS
684,RL,8000,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,5,1959,1959,Gable,BrkFace,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,1183,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,1.0,288.0,TA,TA,Y,0,0,7,2009,138000,Sawyer
32,RM,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,525.0,525.0,GasA,TA,Y,SBrkr,525,567,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,3,2010,88000,Edwards/Jr_H
